sample_id,haplotype,assembly_name,location
HG02723,1,HG02723_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02723/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02723_pat_NucFlag_v1.0.0-a2_ont_ident.bw
HG02723,1,HG02723_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02723/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02723_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02735,1,HG02735_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02735/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02735_pat_NucFlag_v1.0.0-a2_ont_mapq.bw
HG02735,1,HG02735_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02735/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02735_pat_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02735,1,HG02735_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02735/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02735_pat_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02735,1,HG02735_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02735/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02735_pat_NucFlag_v1.0.0-a2_ont_cov.bw
HG02735,1,HG02735_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02735/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02735_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02735,1,HG02735_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02735/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02735_pat_NucFlag_v1.0.0-a2_ont_ident.bw
HG02735,1,HG02735_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02735/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02735_pat_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02738,1,HG02738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02738/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02738_pat_NucFlag_v1.0.0-a2_ont_ident.bw
HG02738,1,HG02738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02738/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02738_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02738,1,HG02738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02738/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02738_pat_NucFlag_v1.0.0-a2_ont_mapq.bw
HG02738,1,HG02738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02738/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02738_pat_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02738,1,HG02738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02738/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02738_pat_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02738,1,HG02738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02738/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02738_pat_NucFlag_v1.0.0-a2_ont_cov.bw
HG02738,1,HG02738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02738/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02738_pat_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02809,1,HG02809_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02809/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02809_pat_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02809,1,HG02809_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02809/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02809_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02809,1,HG02809_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02809/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02809_pat_NucFlag_v1.0.0-a2_ont_ident.bw
HG02809,1,HG02809_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02809/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02809_pat_NucFlag_v1.0.0-a2_ont_cov.bw
HG02809,1,HG02809_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02809/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02809_pat_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02809,1,HG02809_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02809/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02809_pat_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02809,1,HG02809_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02809/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02809_pat_NucFlag_v1.0.0-a2_ont_mapq.bw
HG02818,1,HG02818_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02818/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02818_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02818,1,HG02818_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02818/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02818_pat_NucFlag_v1.0.0-a2_ont_mapq.bw
HG02818,1,HG02818_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02818/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02818_pat_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02818,1,HG02818_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02818/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02818_pat_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02818,1,HG02818_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02818/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02818_pat_NucFlag_v1.0.0-a2_ont_cov.bw
HG02818,1,HG02818_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02818/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02818_pat_NucFlag_v1.0.0-a2_ont_ident.bw
HG02818,1,HG02818_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02818/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02818_pat_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02841,1,HG02841_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02841/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02841_pat_NucFlag_v1.0.0-a2_ont_mapq.bw
HG02841,1,HG02841_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02841/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02841_pat_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02841,1,HG02841_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02841/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02841_pat_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02841,1,HG02841_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02841/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02841_pat_NucFlag_v1.0.0-a2_ont_cov.bw
HG02841,1,HG02841_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02841/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02841_pat_NucFlag_v1.0.0-a2_ont_ident.bw
HG02841,1,HG02841_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02841/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02841_pat_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02841,1,HG02841_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02841/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02841_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02886,1,HG02886_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02886/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02886_pat_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02886,1,HG02886_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02886/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02886_pat_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02886,1,HG02886_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02886/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02886_pat_NucFlag_v1.0.0-a2_ont_mapq.bw
HG02886,1,HG02886_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02886/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02886_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02886,1,HG02886_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02886/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02886_pat_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02886,1,HG02886_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02886/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02886_pat_NucFlag_v1.0.0-a2_ont_cov.bw
HG02886,1,HG02886_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02886/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02886_pat_NucFlag_v1.0.0-a2_ont_ident.bw
HG02922,1,HG02922_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02922/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02922_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG02922,1,HG02922_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02922/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02922_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02922,1,HG02922_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02922/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02922_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02922,1,HG02922_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02922/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02922_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG02922,1,HG02922_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02922/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02922_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG02922,1,HG02922_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02922/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02922_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02922,1,HG02922_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02922/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02922_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02965,1,HG02965_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02965/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02965_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02965,1,HG02965_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02965/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02965_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG02965,1,HG02965_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02965/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02965_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02965,1,HG02965_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02965/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02965_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02965,1,HG02965_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02965/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02965_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG02965,1,HG02965_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02965/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02965_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG02965,1,HG02965_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02965/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02965_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02976,1,HG02976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02976/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02976_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG02976,1,HG02976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02976/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02976_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02976,1,HG02976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02976/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02976_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02976,1,HG02976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02976/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02976_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG02976,1,HG02976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02976/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02976_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG02976,1,HG02976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02976/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02976_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02976,1,HG02976_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02976/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02976_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02984,1,HG02984_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02984/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02984_pat_NucFlag_v1.0.0-a2_ont_cov.bw
HG02984,1,HG02984_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02984/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02984_pat_NucFlag_v1.0.0-a2_ont_ident.bw
HG02984,1,HG02984_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02984/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02984_pat_NucFlag_v1.0.0-a2_ont_insertion.bw
HG02984,1,HG02984_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02984/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02984_pat_NucFlag_v1.0.0-a2_ont_softclip.bw
HG02984,1,HG02984_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02984/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02984_pat_NucFlag_v1.0.0-a2_ont_deletion.bw
HG02984,1,HG02984_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02984/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02984_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG02984,1,HG02984_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG02984/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG02984_pat_NucFlag_v1.0.0-a2_ont_mapq.bw
HG03017,1,HG03017_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03017/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03017_pat_NucFlag_v1.0.0-a2_ont_insertion.bw
HG03017,1,HG03017_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03017/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03017_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG03017,1,HG03017_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03017/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03017_pat_NucFlag_v1.0.0-a2_ont_mapq.bw
HG03017,1,HG03017_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03017/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03017_pat_NucFlag_v1.0.0-a2_ont_deletion.bw
HG03017,1,HG03017_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03017/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03017_pat_NucFlag_v1.0.0-a2_ont_softclip.bw
HG03017,1,HG03017_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03017/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03017_pat_NucFlag_v1.0.0-a2_ont_cov.bw
HG03017,1,HG03017_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03017/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03017_pat_NucFlag_v1.0.0-a2_ont_ident.bw
HG03041,1,HG03041_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03041/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03041_pat_NucFlag_v1.0.0-a2_ont_mapq.bw
HG03041,1,HG03041_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03041/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03041_pat_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG03041,1,HG03041_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03041/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03041_pat_NucFlag_v1.0.0-a2_ont_deletion.bw
HG03041,1,HG03041_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03041/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03041_pat_NucFlag_v1.0.0-a2_ont_softclip.bw
HG03041,1,HG03041_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG03041/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG03041_pat_NucFlag_v1.0.0-a2_ont_cov.bw
